400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,3500,400,3500,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,3500,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,3500,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,
400,400,400,3500,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,3500,400,3500,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,3500,400,400,400,400,400,400,3500,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,3500,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,3500,400,400,3500,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,3500,3500,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,3500,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,3500,400,400,400,400,400,400,400,400,400,400,400,400,400,
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,
400,3500,400,3500,400,400,400,3500,400,3500,400,3500,400,400,400,400,3500,400,400,400,400,3500,400,400,400,400,400,400,400,400,400,400,3500,400,400,400,400,400,400,400,400,400,400,400,3500,400,400,400,3500,400,400,400,400,400,400,400,400,400,400,400,400,400,400,3500,400,400,400,400,400,400,3500,400,400,400,400,400,400,400,3500,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,3500,400,400,400,400,400,400,400,400,400,400,400,400,400,3500,400,3500,400,400,3500,400,3500,3500,400,400,400,400,400,400,3500,3500,400,400,400,400,400,400,400,400,400,400,400,400,3500,400,400,400,400,3500,400,3500,400,400,400,400,3500,400,400,400,400,400,3500,400,400,400,400,400,400,400,3500,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,3500,400,400,3500,400,400,3500,400,3500,400,400,400,400,3500,400,3500,400,400,400,400,
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,
400,3500,400,3500,400,400,400,3500,400,3500,400,3500,400,400,3500,400,400,400,400,400,400,3500,400,3500,400,3500,400,3500,400,3500,400,400,3500,400,400,3500,3500,400,400,3500,3500,400,3500,400,3500,400,400,400,3500,400,3500,400,3500,400,400,400,400,400,400,400,400,400,400,3500,400,400,400,400,3500,400,3500,400,3500,400,400,400,400,3500,3500,400,400,3500,400,400,400,3500,400,400,400,3500,400,400,3500,400,3500,400,400,400,400,400,400,400,400,400,400,400,400,3500,3500,400,400,400,400,400,400,400,3500,400,400,400,3500,400,400,3500,3500,400,3500,400,400,3500,400,400,400,400,400,3500,400,3500,3500,400,400,3500,3500,400,3500,400,400,3500,400,3500,400,3500,3500,400,400,3500,400,3500,400,400,400,400,400,400,400,3500,400,3500,3500,400,400,400,3500,400,3500,400,400,400,400,400,3500,400,400,400,400,400,3500,400,400,400,400,400,400,3500,400,3500,400,400,3500,400,
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,3500,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,
400,3500,400,3500,400,400,400,3500,400,400,400,3500,400,3500,3500,400,400,400,400,400,400,400,400,3500,400,400,400,3500,400,400,400,400,3500,400,400,3500,400,400,400,3500,3500,400,400,400,3500,400,400,400,400,400,3500,400,3500,400,400,400,400,400,400,400,400,400,400,3500,400,400,400,400,3500,400,3500,400,400,400,400,400,400,400,400,400,400,3500,3500,400,400,400,400,400,400,3500,400,400,3500,400,3500,400,400,400,400,400,3500,400,400,400,400,3500,400,400,3500,400,400,400,400,400,400,400,3500,400,400,400,400,400,400,3500,3500,400,3500,400,400,400,400,400,400,400,400,3500,400,3500,3500,400,400,400,3500,400,400,400,400,3500,400,3500,400,3500,3500,400,400,3500,400,400,400,400,400,400,400,400,400,400,400,3500,400,400,400,400,400,3500,3500,400,400,400,400,400,3500,400,400,400,400,400,3500,400,400,400,400,400,400,3500,400,3500,400,400,3500,400,
